mssubclass,mszoning,lotfrontage,lotarea,street,alley,lotshape,landcontour,lotconfig,landslope,condition1,condition2,bldgtype,housestyle,overallqual,overallcond,yearbuilt,yearremodadd,roofstyle,roofmatl,exterior1st,exterior2nd,masvnrtype,masvnrarea,exterqual,extercond,foundation,bsmtqual,bsmtcond,bsmtexposure,bsmtfintype1,bsmtfinsf1,bsmtfintype2,bsmtfinsf2,bsmtunfsf,totalbsmtsf,heating,heatingqc,centralair,electrical,lowqualfinsf,bsmtfullbath,bsmthalfbath,fullbath,halfbath,bedroomabvgr,kitchenabvgr,kitchenqual,totrmsabvgrd,functional,fireplaces,fireplacequ,garagetype,garageyrblt,garagefinish,garagecars,garagequal,garagecond,paveddrive,wooddecksf,openporchsf,enclosedporch,3ssnporch,screenporch,poolarea,poolqc,fence,miscfeature,miscval,mosold,yrsold,saletype,salecondition,price_per_sqft
20,RL,130.0,11457,Pave,None,IR1,Lvl,Corner,Gtl,Norm,Norm,1Fam,1Story,6,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Mn,GLQ,1005,Unf,0,387,1392,GasA,TA,Y,SBrkr,0,1,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,1988.0,Unf,2,TA,TA,Y,0,0,169,0,0,0,None,None,None,0,3,2009,WD,Normal,123.93767705382436
160,RM,21.0,1680,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,TA,TA,CBlock,TA,TA,No,ALQ,387,Unf,0,96,483,GasA,TA,Y,SBrkr,0,0,0,1,1,2,1,TA,4,Typ,0,None,Detchd,1971.0,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2008,COD,Abnorml,86.52482269503547
50,RM,60.0,5586,Pave,None,IR1,Bnk,Inside,Gtl,Feedr,Norm,1Fam,1.5Fin,6,7,1920,1998,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,901,901,GasA,Gd,Y,SBrkr,0,0,0,1,0,4,1,TA,7,Typ,0,None,None,0.0,None,0,None,None,N,0,98,0,0,0,0,None,MnPrv,None,0,9,2008,ConLD,Abnorml,66.69449081803005
160,RM,24.0,1920,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,376.0,TA,TA,CBlock,TA,TA,No,ALQ,471,Unf,0,294,765,GasA,Ex,Y,SBrkr,0,1,0,1,1,2,1,TA,6,Min1,0,None,Detchd,1971.0,Unf,2,TA,TA,Y,240,36,0,0,0,0,None,None,None,0,8,2007,WD,Normal,89.74358974358974
60,RL,100.0,10839,Pave,None,IR1,Lvl,Corner,Gtl,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,926,926,GasA,Ex,Y,SBrkr,0,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1997.0,Fin,2,TA,TA,Y,0,36,0,0,0,0,None,None,None,0,7,2008,WD,Normal,112.8428927680798
180,RM,21.0,1890,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,Twnhs,SFoyer,4,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,Gd,CBlock,Gd,TA,Av,ALQ,495,Unf,0,135,630,GasA,Gd,Y,SBrkr,0,1,0,1,0,1,1,TA,3,Typ,0,None,None,0.0,None,0,None,None,Y,88,0,0,0,0,0,None,None,None,0,6,2008,WD,Normal,128.57142857142858
60,RL,43.0,10667,Pave,None,IR2,Lvl,CulDSac,Gtl,PosN,Norm,1Fam,2Story,7,6,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,385,ALQ,344,70,799,GasA,Ex,Y,SBrkr,0,1,0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,1996.0,RFn,2,TA,TA,Y,158,61,0,0,0,0,None,None,None,0,4,2009,ConLw,Normal,127.63395544852499
50,RM,40.0,4400,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,6,8,1920,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,648,648,GasA,TA,Y,FuseA,0,0,0,1,0,2,1,TA,6,Typ,0,None,Detchd,1990.0,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,10,2006,WD,Normal,103.7567084078712
45,RM,50.0,6000,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1.5Unf,6,7,1926,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,TA,TA,No,Unf,0,Unf,0,884,884,GasA,Gd,Y,SBrkr,0,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,1926.0,Unf,1,TA,TA,Y,0,0,105,0,0,0,None,None,None,0,1,2009,WD,Normal,131.63716814159292
30,RL,40.0,4280,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,5,6,1913,2002,Gable,CompShg,WdShing,Stucco,None,0.0,TA,TA,PConc,TA,TA,No,LwQ,365,Unf,0,75,440,GasA,TA,N,SBrkr,0,0,0,1,0,2,1,Gd,4,Typ,1,Gd,Detchd,1990.0,Unf,1,Gd,TA,P,0,0,34,0,0,0,None,MnPrv,None,0,3,2007,WD,Normal,130.18731988472624
50,RL,67.0,12354,Pave,Grvl,Reg,Lvl,Corner,Gtl,Norm,Norm,1Fam,1.5Fin,6,8,1920,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0,Unf,0,684,684,GasA,Gd,Y,SBrkr,0,0,0,1,0,3,1,Gd,7,Typ,0,None,Detchd,2005.0,Unf,2,TA,TA,Y,0,46,0,0,0,0,None,GdPrv,Shed,800,8,2009,ConLI,Normal,91.97324414715719
20,RL,105.0,15431,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,10,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1767,ALQ,539,788,3094,GasA,Ex,Y,SBrkr,0,1,0,2,0,2,1,Ex,10,Typ,2,Gd,Attchd,2008.0,Fin,3,TA,TA,Y,0,72,0,0,170,0,None,None,None,0,4,2009,WD,Normal,231.05745212323063
90,RL,92.0,12108,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,Duplex,1Story,4,4,1955,1955,Gable,CompShg,VinylSd,VinylSd,BrkFace,270.0,TA,TA,CBlock,TA,TA,No,ALQ,133,Unf,0,1307,1440,GasA,TA,N,FuseF,0,0,0,2,0,4,2,Fa,8,Typ,0,None,None,0.0,None,0,None,None,Y,0,0,0,0,0,0,None,None,None,0,9,2008,WD,Normal,81.94444444444444
50,RM,52.0,6240,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,5,7,1930,1992,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,1078,1078,GasA,TA,Y,SBrkr,0,0,0,2,0,3,1,TA,8,Typ,1,Gd,Detchd,1930.0,Unf,2,TA,TA,P,0,0,0,0,0,0,None,None,None,0,6,2008,WD,Normal,103.56007628734902
120,RL,53.0,3922,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,WdShing,Wd Shng,BrkFace,72.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1258,1258,GasA,Ex,Y,SBrkr,0,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2007.0,Fin,3,TA,TA,Y,144,16,0,0,0,0,None,None,None,0,6,2007,New,Partial,137.12241653418124
60,RL,70.0,8750,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,7,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,TA,No,GLQ,642,Unf,0,273,915,GasA,Ex,Y,SBrkr,0,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1994.0,Unf,2,TA,TA,Y,144,133,0,0,0,0,None,None,None,0,7,2008,WD,Normal,110.062893081761
20,RL,73.0,9855,Pave,None,Reg,Lvl,Corner,Gtl,Norm,Norm,1Fam,1Story,6,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1436,1436,GasA,Fa,Y,SBrkr,0,0,0,1,0,3,1,TA,7,Typ,1,Gd,Attchd,1956.0,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,11,2009,COD,Normal,75.48845470692717
20,RL,137.0,16492,Pave,None,IR1,Lvl,Corner,Gtl,PosA,Norm,1Fam,1Story,6,6,1966,2002,Gable,CompShg,BrkFace,Plywood,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,247,Rec,713,557,1517,GasA,Ex,Y,SBrkr,0,0,0,2,1,2,1,Gd,6,Mod,1,Gd,Attchd,1966.0,Fin,2,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2010,WD,Normal,100.63559322033899
60,RL,65.0,11214,Pave,None,IR1,Lvl,Corner,Gtl,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,930,930,GasA,Gd,Y,SBrkr,0,0,0,2,1,4,1,Gd,10,Typ,1,TA,Attchd,1998.0,Fin,2,TA,TA,Y,89,0,0,0,0,0,None,None,None,0,7,2006,WD,Normal,105.9915164369035
50,RM,50.0,8600,Pave,None,Reg,Bnk,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,780,780,GasA,TA,Y,SBrkr,0,0,0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,1937.0,Unf,1,TA,TA,N,0,0,0,0,0,0,None,None,None,0,6,2006,WD,Normal,86.84593023255815
50,RM,50.0,6000,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,3,7,1948,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,331,Unf,0,318,649,GasA,Ex,Y,SBrkr,0,0,0,1,1,2,1,TA,6,Typ,0,None,Detchd,1981.0,Unf,1,TA,TA,Y,0,176,0,0,0,0,None,None,None,0,6,2007,WD,Normal,101.43702451394759
30,RM,70.0,5684,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,6,8,1930,2005,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,813,813,GasA,Ex,Y,FuseA,0,0,0,1,0,2,1,Gd,5,Typ,0,None,Detchd,1932.0,Unf,1,Fa,Fa,N,0,113,0,0,0,0,None,None,None,0,6,2006,WD,Normal,135.30135301353013
20,RL,62.0,70761,Pave,None,IR1,Low,Inside,Mod,Norm,Norm,1Fam,1Story,7,5,1975,1975,Gable,WdShngl,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,655,Unf,0,878,1533,GasA,TA,Y,SBrkr,0,1,0,2,0,2,1,Gd,5,Typ,2,TA,Attchd,1975.0,Unf,2,TA,TA,Y,200,54,0,0,0,0,None,None,None,0,12,2006,WD,Normal,182.64840182648402
60,RL,85.0,9303,Pave,None,IR1,Lvl,Corner,Gtl,Norm,Norm,1Fam,2Story,6,5,1996,1997,Hip,CompShg,VinylSd,VinylSd,BrkFace,42.0,Gd,TA,PConc,Ex,TA,No,ALQ,742,Unf,0,130,872,GasA,Ex,Y,SBrkr,0,1,0,2,1,3,1,TA,7,Typ,0,None,Attchd,1996.0,Fin,2,TA,TA,Y,144,122,0,0,0,0,None,None,None,0,7,2007,WD,Normal,116.17312072892939
60,FV,75.0,9000,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,768,768,GasA,Ex,Y,SBrkr,0,0,0,2,1,3,1,Gd,6,Typ,0,None,Attchd,2008.0,RFn,2,TA,TA,Y,0,30,0,0,0,0,None,None,None,0,6,2009,WD,Normal,132.0754716981132
90,RL,63.0,9297,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,Duplex,1Story,5,5,1976,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1606,Unf,0,122,1728,GasA,TA,Y,SBrkr,0,2,0,2,0,4,2,TA,8,Typ,0,None,Detchd,1976.0,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2006,WD,Family,108.79629629629629
20,RL,80.0,9600,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,7,6,1973,1973,Hip,CompShg,HdBoard,HdBoard,BrkFace,320.0,TA,TA,CBlock,TA,TA,No,ALQ,916,Unf,0,326,1242,GasA,Fa,Y,SBrkr,0,0,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1973.0,Unf,2,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,9,2007,WD,Normal,141.30434782608697
70,RM,34.0,4571,Pave,Grvl,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,5,5,1916,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,624,624,GasA,Fa,N,SBrkr,0,0,0,1,0,4,1,TA,7,Typ,0,None,Detchd,1916.0,Unf,3,Fa,Fa,Y,0,0,96,0,0,0,None,None,None,0,5,2008,COD,Abnorml,72.91666666666667
20,RL,80.0,53227,Pave,None,IR1,Low,CulDSac,Mod,Norm,Norm,1Fam,1Story,4,6,1954,1994,Flat,Tar&Grv,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,BLQ,1116,Unf,0,248,1364,GasA,Ex,Y,SBrkr,0,1,0,1,0,2,1,Gd,6,Min1,2,Gd,Attchd,1954.0,Fin,2,TA,TA,Y,224,137,0,0,0,0,None,None,None,0,3,2008,WD,Normal,153.9386650631389
70,RM,60.0,5100,Pave,Grvl,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,8,7,1925,1996,Hip,CompShg,Stucco,Wd Shng,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0,Unf,0,588,588,GasA,Fa,Y,SBrkr,0,0,0,1,0,3,1,Gd,7,Typ,1,Gd,Detchd,1925.0,Unf,1,TA,TA,Y,192,63,0,0,0,0,None,MnPrv,None,0,6,2008,WD,Normal,96.63865546218487
50,RL,52.0,7015,Pave,None,IR1,Bnk,Corner,Gtl,Norm,Norm,1Fam,1.5Fin,5,4,1950,1950,Gable,CompShg,MetalSd,MetalSd,BrkCmn,161.0,TA,TA,CBlock,TA,TA,No,LwQ,185,Unf,0,524,709,GasA,TA,Y,SBrkr,0,1,0,1,0,3,1,Gd,5,Typ,1,TA,Detchd,1950.0,Unf,1,TA,TA,Y,0,0,248,0,0,0,None,None,None,0,7,2009,WD,Normal,91.4380714879468
60,FV,75.0,8004,Pave,None,IR1,Lvl,Inside,Gtl,RRAn,Norm,1Fam,2Story,8,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,110.0,Gd,TA,PConc,Gd,TA,No,GLQ,544,Unf,0,288,832,GasA,Ex,Y,SBrkr,0,1,0,2,1,3,1,TA,8,Typ,0,None,BuiltIn,2009.0,Fin,2,TA,TA,Y,0,150,0,0,0,0,None,None,None,0,12,2009,New,Partial,136.1421188630491
70,RL,60.0,7200,Pave,None,Reg,Lvl,Inside,Gtl,Feedr,Norm,1Fam,2Story,7,9,1936,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,PConc,Gd,Gd,No,ALQ,350,BLQ,210,0,560,GasA,Ex,Y,SBrkr,0,1,0,1,0,3,1,Gd,6,Typ,0,None,Detchd,1971.0,RFn,2,TA,TA,Y,256,0,0,0,0,0,None,MnPrv,None,0,4,2009,WD,Normal,136.56387665198238
20,RL,60.0,8281,Pave,None,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,553,BLQ,311,0,864,GasA,Gd,Y,SBrkr,0,0,0,1,0,3,1,TA,5,Typ,1,Po,Detchd,1965.0,Unf,1,TA,TA,Y,0,0,236,0,0,0,None,GdWo,None,0,12,2009,WD,Normal,72.20254629629629
70,RL,74.0,11988,Pave,None,IR1,HLS,Inside,Mod,Norm,Norm,1Fam,2Story,6,7,1934,1995,Hip,CompShg,Stucco,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,326,Unf,0,389,715,GasA,Fa,Y,FuseA,0,0,0,1,1,3,1,TA,6,Typ,1,Gd,Detchd,1939.0,Unf,1,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,8,2008,WD,Normal,113.67469879518072
20,RL,60.0,8430,Pave,None,Reg,HLS,Inside,Mod,Norm,Norm,1Fam,1Story,5,5,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,136.0,TA,TA,CBlock,Gd,TA,No,Rec,616,Unf,0,424,1040,GasA,TA,Y,SBrkr,0,0,0,2,0,3,1,TA,5,Typ,0,None,None,0.0,None,0,None,None,Y,0,0,0,0,0,0,None,None,None,0,8,2009,WD,Normal,119.23076923076923
120,RM,43.0,3072,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,18.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1375,1375,GasA,Ex,Y,SBrkr,0,0,0,2,0,2,1,Gd,6,Typ,1,TA,Attchd,2004.0,Fin,2,TA,TA,Y,144,20,0,0,0,0,None,None,None,0,5,2006,WD,Normal,126.4073550212164
20,RL,85.0,10628,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,7,5,1970,1970,Flat,Tar&Grv,Plywood,Plywood,None,0.0,TA,Gd,CBlock,TA,Gd,Gd,GLQ,778,Unf,0,499,1277,GasA,TA,Y,SBrkr,0,1,0,1,0,2,1,TA,5,Typ,1,Po,Attchd,1970.0,Unf,2,TA,TA,Y,0,0,0,0,176,0,None,GdWo,None,0,4,2007,WD,Normal,130.7752545027408
70,RL,79.0,9480,Pave,None,Reg,Lvl,Inside,Gtl,Artery,Norm,1Fam,2Story,5,7,1942,1995,Gable,CompShg,MetalSd,MetalSd,Stone,224.0,TA,TA,CBlock,TA,TA,No,LwQ,386,Unf,0,342,728,GasA,Ex,Y,SBrkr,0,0,0,1,1,3,1,Gd,7,Typ,2,Gd,Attchd,1942.0,Unf,1,TA,TA,Y,168,0,0,0,0,0,None,None,None,0,6,2007,WD,Normal,89.11192214111922
20,RL,98.0,11428,Pave,None,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,248.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1626,1626,GasA,Ex,Y,SBrkr,0,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3,TA,TA,Y,0,44,0,0,0,0,None,None,None,0,5,2007,WD,Normal,152.99877600979192
60,RL,76.0,9291,Pave,None,IR1,Lvl,Corner,Gtl,RRNe,Norm,1Fam,2Story,6,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,120.0,Gd,TA,PConc,Gd,TA,No,GLQ,426,Unf,0,406,832,GasA,Ex,Y,SBrkr,0,0,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,1993.0,RFn,2,TA,TA,Y,144,70,0,0,0,0,None,None,None,0,6,2008,WD,Normal,109.35672514619883
120,RL,61.5,6820,Pave,None,IR1,Lvl,Corner,Gtl,Norm,Norm,TwnhsE,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,368,BLQ,1120,0,1488,GasA,TA,Y,SBrkr,0,1,0,1,1,1,1,Gd,4,Typ,0,None,Attchd,1985.0,RFn,2,TA,TA,Y,0,54,0,0,140,0,None,None,None,0,6,2010,WD,Normal,141.1451398135819
60,RL,92.0,11952,Pave,None,Reg,Lvl,Inside,Gtl,PosA,Norm,1Fam,2Story,7,6,1977,1977,Mansard,WdShake,WdShing,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,808,808,GasA,TA,Y,SBrkr,0,0,0,2,1,3,1,TA,8,Typ,1,Gd,Attchd,1977.0,RFn,2,TA,TA,Y,0,0,0,0,276,0,None,None,None,0,11,2007,WD,Normal,96.49568308786186
180,RM,35.0,3675,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,SLvl,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,TA,TA,PConc,Gd,TA,Gd,GLQ,459,Unf,0,88,547,GasA,Ex,Y,SBrkr,0,1,0,1,0,2,1,TA,5,Typ,0,None,Basment,2005.0,RFn,2,TA,TA,Y,0,28,0,0,0,0,None,None,None,0,6,2008,WD,Normal,138.0597014925373
20,RL,110.0,14977,Pave,None,IR1,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,304.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1350,Unf,0,626,1976,GasA,Ex,Y,SBrkr,0,1,0,2,0,2,1,Gd,7,Typ,1,Ex,Attchd,2006.0,RFn,3,TA,TA,Y,250,63,0,0,0,0,None,None,None,0,7,2007,New,Partial,222.67206477732793
120,RL,41.0,5330,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1196,Unf,0,298,1494,GasA,Ex,Y,SBrkr,0,1,0,2,0,2,1,Ex,6,Typ,0,None,Attchd,2000.0,RFn,2,TA,TA,Y,96,48,0,0,0,0,None,None,None,0,8,2007,WD,Normal,151.9370460048426
20,RL,80.0,8480,Pave,None,Reg,Lvl,Corner,Gtl,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,630,Unf,0,340,970,GasA,TA,Y,SBrkr,0,1,0,1,0,2,1,TA,5,Typ,0,None,Detchd,1996.0,Unf,2,TA,TA,Y,0,24,0,0,192,0,None,None,None,0,7,2007,WD,Normal,136.5979381443299
20,RL,75.0,13125,Pave,None,Reg,Lvl,Inside,Mod,Norm,Norm,1Fam,1Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,215.0,TA,TA,PConc,Gd,TA,Gd,GLQ,994,Unf,0,484,1478,GasA,Ex,Y,SBrkr,0,1,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1997.0,Fin,2,TA,TA,Y,140,39,0,0,0,0,None,None,None,0,4,2008,WD,Normal,139.91962491627595
60,RL,105.0,13693,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,772.0,Ex,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,2153,2153,GasA,Ex,Y,SBrkr,0,0,0,2,1,3,1,Ex,9,Typ,1,Gd,BuiltIn,2006.0,Fin,3,TA,TA,Y,414,84,0,0,0,0,None,None,None,0,3,2007,WD,Normal,143.77601210745365
20,RL,79.0,10637,Pave,None,Reg,Lvl,Inside,Gtl,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,336.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1288,Unf,0,417,1705,GasA,Ex,Y,SBrkr,0,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2007.0,RFn,3,TA,TA,Y,208,44,0,0,0,0,None,None,None,0,9,2009,WD,Normal,172.8754365541327
30,RM,50.0,5925,Pave,None,Reg,Bnk,Inside,Gtl,Norm,Norm,1Fam,1Story,4,7,1937,2000,Hip,CompShg,Stucco,Stucco,BrkCmn,435.0,TA,TA,BrkTil,Fa,TA,No,Rec,168,Unf,0,739,907,GasA,TA,Y,SBrkr,0,0,0,1,0,2,1,TA,7,Typ,0,None,Detchd,1995.0,Unf,2,TA,TA,Y,0,72,0,0,0,0,None,MnPrv,None,0,3,2007,WD,Alloca,79.1078691423519
20,RL,98.0,16033,Pave,None,IR1,Lvl,FR2,Gtl,Norm,Norm,1Fam,1Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,378.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1261,Unf,0,572,1833,GasA,Ex,Y,SBrkr,0,1,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2004.0,Fin,3,TA,TA,Y,519,112,0,0,0,0,None,None,None,0,3,2006,WD,Normal,176.21621621621622
20,RL,72.0,11846,Pave,None,IR1,HLS,Inside,Gtl,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,562.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1567,Unf,0,225,1792,GasA,Ex,Y,SBrkr,0,1,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2003.0,Fin,3,TA,TA,Y,206,49,0,0,0,0,None,None,None,0,8,2006,WD,Normal,208.70535714285714
70,RM,50.0,2500,Pave,Pave,Reg,Lvl,Corner,Gtl,Norm,Norm,1Fam,2Story,7,8,1915,2005,Gable,CompShg,Stucco,Stucco,None,0.0,Gd,TA,PConc,TA,TA,No,ALQ,299,Unf,0,611,910,GasA,Ex,Y,SBrkr,0,1,0,1,1,4,1,Ex,7,Min2,1,Gd,Attchd,1915.0,Unf,1,Fa,Fa,Y,0,0,0,0,0,0,None,None,None,0,6,2009,WD,Normal,84.88499452354874
120,RM,32.0,4500,Pave,None,Reg,Lvl,FR2,Gtl,Norm,Norm,Twnhs,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,116.0,TA,TA,PConc,Ex,TA,No,GLQ,897,Unf,0,319,1216,GasA,Ex,Y,SBrkr,0,1,0,2,0,2,1,TA,5,Typ,0,None,Attchd,1998.0,Unf,2,TA,TA,Y,0,125,0,0,0,0,None,None,None,0,5,2006,WD,Normal,134.8684210526316
20,RL,71.0,7758,Pave,None,IR1,Lvl,Corner,Gtl,Norm,Norm,1Fam,1Story,5,7,1962,2001,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,588,Unf,0,411,999,GasA,Gd,Y,SBrkr,0,1,0,1,0,3,1,Gd,6,Typ,0,None,Detchd,1963.0,Unf,1,TA,TA,Y,0,132,0,0,0,0,None,None,None,0,3,2007,WD,Normal,132.63263263263264
